 facilityid |                 url                  |         name          | male | female | unisex | allgender | toiletnote | drinkingwater | shower 
------------+--------------------------------------+-----------------------+------+--------+--------+-----------+------------+---------------+--------
          1 | https://toiletmap.gov.au/facility/1  | Sandy Beach Reserve   | t    | t      | f      | f         |            | f             | t
          2 | https://toiletmap.gov.au/facility/2  | Point Reserve         | t    | t      | f      | f         |            | f             | f
          3 | https://toiletmap.gov.au/facility/3  | Success Hill Reserve  | t    | t      | f      | f         |            | t             | t
          4 | https://toiletmap.gov.au/facility/4  | Jubilee Reserve       | t    | t      | f      | f         |            | f             | f
          5 | https://toiletmap.gov.au/facility/5  | Ashfield Reserve      | t    | t      | f      | f         |            | f             | f
          6 | https://toiletmap.gov.au/facility/6  | BIC Reserve           | t    | t      | f      | f         |            | f             | f
          7 | https://toiletmap.gov.au/facility/7  | Mary Crescent Reserve | t    | t      | f      | f         |            | f             | f
          9 | https://toiletmap.gov.au/facility/9  | Bassendean Oval 3     | t    | t      | f      | f         |            | f             | f
         15 | https://toiletmap.gov.au/facility/15 | Apex Park             | t    | t      | f      | f         |            | f             | f
         16 | https://toiletmap.gov.au/facility/16 | Lions Park            | t    | t      | f      | f         |            | f             | f
         17 | https://toiletmap.gov.au/facility/17 | Parella Street        | t    | t      | f      | f         |            | f             | t
         18 | https://toiletmap.gov.au/facility/18 | Nolan Park            | f    | f      | t      | f         |            | f             | f
         20 | https://toiletmap.gov.au/facility/20 | Binda Park            | f    | f      | f      | f         |            | f             | f
         21 | https://toiletmap.gov.au/facility/21 | Spring Park           | t    | t      | f      | f         |            | f             | f
         22 | https://toiletmap.gov.au/facility/22 | Lions Park            | t    | t      | f      | f         |            | f             | f
         23 | https://toiletmap.gov.au/facility/23 | Drummond Street       | t    | t      | f      | f         |            | f             | f
         24 | https://toiletmap.gov.au/facility/24 | Centenary Park        | t    | t      | f      | f         |            | f             | f
         25 | https://toiletmap.gov.au/facility/25 | Capella Street        | t    | t      | f      | f         |            | f             | f
         26 | https://toiletmap.gov.au/facility/26 | East Palmerston       | t    | t      | f      | f         |            | f             | f
         28 | https://toiletmap.gov.au/facility/28 | Fred Drew Park        | t    | t      | f      | f         |            | f             | f
(20 rows)

 # Toilets in Cooma with Parking 
---------------------------------
                               4
(1 row)

 # Toilets Down Under 
----------------------
                22031
(1 row)

 # Sporting Facilities That Double As Dumps 
--------------------------------------------
                                       1872
(1 row)

               town                | Toilet Count 
 Maloneys Beach                    |            1
 Malua Bay                         |            3
 Malvern                           |            9
 Malvern East                      |            7
 Ma Ma Creek                       |            1
 Mambray Creek                     |            3
 Manangatang                       |            2
 Manbulloo                         |            1
 Mandurah                          |           17
 Mandurama                         |            5
 Mangalore                         |            3
 Mango Hill                        |            5
 Mangoplah                         |            1
 Mangrove Mountain                 |            2
 Manifold Heights                  |            2
 Manildra                          |            5
 Manilla                           |            7
 Manjimup                          |            9
 Manly                             |           35
 Manly Vale                        |            4
 Manly West                        |            1
 Manna Hill                        |            1
 Mannering Park                    |            1
 Manning                           |            1
 Manningham                        |            1
 Manning Point                     |            1
 Manns Beach                       |            1
 Mannum                            |            7
 Manoora                           |            1
 Manorina                          |            1
 Manor Lakes                       |            1
 Mansfield                         |            9
 Manunda                           |            5
 Manyana                           |            3
 Manypeaks                         |            4
 Mapleton                          |            5
 Mapoon                            |            2
 Maramingo Creek                   |            1
 Marangaroo                        |            2
 Maranup                           |            2
 Maraylya                          |            2
 Marayong                          |            4
 Marble Bar                        |            4
 Marburg                           |            2
 Marcoola                          |            6
 Mardi                             |            1
 Mardie                            |            1
 Mareeba                           |            8
 Mares Run                         |            1
 Margaret River                    |           12
 Margate                           |            8
 Maria Island                      |            2
 Marian                            |            2
 Maribyrnong                       |            6
 Marino                            |            1
 Marion                            |            4
 Marion Bay                        |            2
 Marks Point                       |            1
 Markwell                          |            1
 Markwood                          |            1
 Marla                             |            4
 Marlborough                       |            2
 Marlee                            |            1
 Marlo                             |            7
 Marlow Lagoon                     |            1
 Marmion                           |            1
 Marmong Point                     |            1
 Marmor                            |            1
 Marnoo                            |            2
 Marong                            |            1
 Maroochydore                      |           18
 Maroochy River                    |            1
 Maroon                            |            3
 Maroubra                          |           12
 Marrabel                          |            1
 Marrar                            |            2
 Marrawah                          |            1
 Marree                            |            2
 Marrickville                      |           12
 Marrinup                          |            2
 Marsden                           |            4
 Marsden Park                      |            2
 Marsfield                         |            8
 Martinsville                      |            1
 Marulan                           |            3
 Marulan South                     |            1
 Marvel Loch                       |            1
 Maryborough                       |           31
 Maryborough West                  |            3
 Maryknoll                         |            1
 Maryland                          |            1
 Marysville                        |            9
 Maryvale                          |            2
 Maryville                         |            1
 Mascot                            |            9
 Maslin Beach                      |            3
 Mataranka                         |            2
 Matheson                          |            1
 Mathinna                          |            4
 Mathoura                          |            4
 Matlock                           |            3
 Matong                            |            1
 Matraville                        |            6
 Matta Flat                        |            1
 Maude                             |            2
 Maudsland                         |            1
 Mawbanna                          |            2
 Mawson                            |            3
 Mawson Lakes                      |            4
 Maxwelton                         |            2
 Mayberry                          |            2
 Maydena                           |            1
 Mayfield                          |            3
 Mayfield East                     |            2
 Mayfield West                     |            1
 Maylands                          |           14
 Mayrung                           |            1
 Mays Hill                         |            2
 McCracken                         |            1
 McCrae                            |            2
 McDonald Flat                     |            1
 McDougalls Hill                   |            1
 McGraths Hill                     |            1
 Mckinlay                          |            2
 McKinlay                          |            1
 McKinnon                          |            6
 McLaren Flat                      |            2
 McLaren Vale                      |            9
 Mcloughlins Beach                 |            2
 McMahons Creek                    |            1
 McMahons Point                    |            1
 Meadow                            |            1
 Meadowbank                        |            6
 Meadowbrook                       |            5
 Meadows                           |            4
 Meadow Springs                    |            2
 Meadowvale                        |            1
 Meandarra                         |            4
 Meander                           |            3
 Meckering                         |            2
 Medina                            |            2
 Medlow Bath                       |            1
 Medowie                           |            5
 Meekatharra                       |            5
 Meeniyan                          |            2
 Megalong                          |            1
 Megalong Valley                   |            1
 Meikleville Hill                  |            1
 Melba                             |            1
 Melbourne                         |           50
 Melbourne Airport                 |            1
 Meldale                           |            1
 Melrose                           |            4
 Melrose Park                      |            2
 Melton                            |           15
 Melton South                      |            5
 Melton West                       |            4
 Menai                             |           10
 Menangle Park                     |            1
 Mendooran                         |            3
 Menindee                          |            5
 Meningie                          |            4
 Meningie West                     |            1
 Mentone                           |            6
 Menzies                           |            3
 Menzies Creek                     |            4
 Mepunga                           |            1
 Merbein                           |            7
 Meredith                          |            2
 Merewether                        |            2
 Merimbula                         |           10
 Meringandan                       |            1
 Meringandan West                  |            1
 Meringur                          |            1
 Merino                            |            3
 Mermaid Beach                     |            3
 Mermaid Waters                    |            5
 Mernda                            |           12
 Merredin                          |            5
 Merricks                          |            1
 Merricks Beach                    |            1
 Merrigum                          |            1
 Merrijig                          |           10
 Merrimac                          |            3
 Merrinee                          |            1
 Merriwa                           |            9
 Merriwagga                        |            1
 Merrylands                        |           11
 Merrylands West                   |            1
 Mersey Forest                     |            4
 Merton                            |            2
 Metcalfe                          |            1
 Metung                            |            6
 Miallo                            |            1
 Miami                             |            6
 Miandetta                         |            2
 Miara                             |            1
 Michelago                         |            1
 Micket Creek                      |            1
 Mickleham                         |            5
 Middle Beach                      |            1
 Middle Brook                      |            1
 Middle Cove                       |            1
 Middlemount                       |            2
 Middle Park                       |            4
 Middle Point                      |            1
 Middle Ridge                      |            1
 Middle River                      |            1
 Middlesex                         |            1
 Middle Swan                       |            1
 Middleton                         |            8
 Middleton Beach                   |            3
 Middleton Grange                  |            1
 Midge Point                       |            2
 Midland                           |            3
 Midvale                           |            1
 Midway Point                      |            2
 Miena                             |            1
 Mighell                           |            2
 Milang                            |            3
 Milawa                            |            3
 Mildura                           |           31
 Mile End                          |            2
 Miles                             |            8
 Miles End                         |            2
 Milikapiti                        |            2
 Miling                            |            2
 Millaa Millaa                     |            2
 Millars Well                      |            1
 Millbank                          |            1
 Mill Dam Falls                    |            1
 Miller                            |            1
 Millers Point                     |            4
 Millgrove                         |            3
 Millicent                         |            5
 Millicent North                   |            2
 Millmerran                        |            8
 Millner                           |            2
 Mill Park                         |           19
 Millstream                        |            8
 Millswood                         |            2
 Millthorpe                        |            3
 Milparinka                        |            1
 Milperra                          |            2
 Milsons Point                     |            4
 Milton                            |           12
 Minchinbury                       |            5
 Mindarie                          |            3
 Minden                            |            2
 Miners Rest                       |            1
 Mingelo                           |            8
 Mingenew                          |            6
 Minilya                           |            4
 Minlaton                          |            5
 Minmi                             |            3
 Minnamurra                        |            4
 Minnenooka                        |            1
 Minnie Water                      |            3
 Minnipa                           |            4
 Minnivale                         |            1
 Mintaro                           |            2
 Minto                             |            9
 Minyama                           |            2
 Minyip                            |            2
 Minyirr                           |            1
 Miowera                           |            1
 Mira Mar                          |            1
 Miranda                           |           23
 Mirani                            |            3
 Mirboo North                      |            4
 Miriam Vale                       |            4
 Mirimbah                          |            4
 Mirrabooka                        |            4
 Mirriwinni                        |            1
 Mirrool                           |            1
 Mission Beach                     |            8
 Mitcham                           |           10
 Mitchell                          |           14
 Mitchell Park                     |            3
 Mitchell Plateau                  |            1
 Mitchells Island                  |            1
 Mitchelton                        |            6
 Mitiamo                           |            2
 Mitre                             |            1
 Mittagong                         |            9
 Mitta Mitta                       |            9
 Miva                              |            1
 Moama                             |            5
 Moana                             |            3
 Mobilong                          |            1
 Moculta                           |            1
 Modbury                           |            8
 Modbury Heights                   |            2
 Modbury North                     |            2
 Modewarre                         |            1
 Moe                               |           10
 Moffat Beach                      |            1
 Moffatdale                        |            5
 Mogareeka                         |            3
 Moggill                           |            2
 Moggs Creek                       |            1
 Mogo                              |            2
 Mogumber                          |            1
 Moil                              |            1
 Mole Creek                        |            2
 Molendinar                        |            1
 Molesworth                        |            2
 Mollerin                          |            1
 Mollymook                         |            3
 Mollymook Beach                   |            1
 Molong                            |            6
 Monak                             |            1
 Monarto                           |            1
 Monash                            |            1
 Mona Vale                         |            9
 Monbulk                           |            4
 Moncrieff                         |            2
 Monduran                          |            3
 Monkey Mia                        |            5
 Monkland                          |            3
 Monomak                           |            1
 Mon Repos                         |            2
 Montacute                         |            1
 Montagu                           |            1
 Montagu Bay                       |            1
 Mont Albert                       |            1
 Mont Albert North                 |            2
 Montello                          |            1
 Monterey                          |            4
 Montmorency                       |            3
 Monto                             |            7
 Montrose                          |            5
 Montville                         |            3
 Mooball                           |            1
 Moodiarrup                        |            1
 Moogem                            |            1
 Moogerah                          |            1
 Moola                             |            1
 Moolap                            |            5
 Mooloolaba                        |           10
 Mooloolah Valley                  |            4
 Moonah                            |            5
 Moonambel                         |            1
 Moonbi                            |            3
 Moondarra                         |            3
 Moondyne                          |            3
 Moonee Beach                      |            1
 Moonee Ponds                      |            7
 Mooney Mooney                     |            2
 Moonford                          |            3
 Moonie                            |            5
 Moonpar                           |            1
 Moonta                            |            9
 Moonta Bay                        |            2
 Moonta Mines                      |            1
 Moonyoonooka                      |            1
 Moora                             |            5
 Moorabbin                         |            4
 Moorabbin Airport                 |            1
 Mooralla                          |            2
 Moore                             |            1
 Moorebank                         |            5
 Moore Park                        |            9
 Moore Park Beach                  |            4
 Moorilim                          |            1
 Moorine Rock                      |            1
 Moorland                          |            1
 Moorooduc                         |            2
 Moorooka                          |            5
 Moorook South                     |            1
 Mooroolbark                       |            6
 Mooroopna                         |            6
 Moranbah                          |           13
 Morawa                            |            2
 Morayfield                        |            9
 Mordialloc                        |            7
 Moree                             |           24
 Morella                           |            1
 Moreton Island                    |            2
 Morgan                            |            3
 Moriac                            |            2
 Moriarty                          |            1
 Morisset                          |           14
 Morisset Park                     |            1
 Morley                            |            8
 Morningside                       |            9
 Mornington                        |           26
 Mororo                            |            1
 Morpeth                           |            3
 Morphett Vale                     |            7
 Morphettville                     |            2
 Mortdale                          |            3
 Mortlake                          |            3
 Morundah                          |            3
 Moruya                            |           13
 Moruya Heads                      |            3
 Morven                            |            3
 Morwell                           |            9
 Mosman                            |           25
 Mosman Park                       |            8
 Mossman                           |            3
 Mossman Gorge                     |            1
 Moss Vale                         |            4
 Mossy Point                       |            1
 Mothar Mountain                   |            1
 Moulamein                         |            3
 Mountain Creek                    |            2
 Mountain View                     |            1
 Mount Alford                      |            1
 Mount Anketell                    |            1
 Mount Annan                       |           15
 Mount Archer                      |            2
 Mount Arthur                      |            1
 Mount Austin                      |            2
 Mount Barker                      |           18
 Mount Barney                      |            2
 Mount Beauty                      |            5
 Mount Beckworth                   |            1
 Mount Britton                     |            1
 Mount Bruno                       |            1
 Mount Bryan                       |            1
 Mount Buffalo                     |           17
 Mount Buller                      |            7
 Mount Buller Alpine Village       |            2
 Mount Burr                        |            1
 Mount Camel                       |            1
 Mount Charlton                    |            1
 Mount Christie Corner             |            2
 Mount Claremont                   |            2
 Mount Clarence                    |            4
 Mount Clear                       |            3
 Mount Colah                       |            6
 Mount Cole                        |            3
 Mount Compass                     |            1
 Mount Coot-Tha                    |            9
 Mount Cotton                      |            3
 Mount Crawford                    |            1
 Mount Dandenong                   |            4
 Mount Delaney                     |            1
 Mount Druitt                      |           11
 Mount Dryden                      |            2
 Mount Duneed                      |            3
 Mount Dutton Bay                  |            1
 Mount Egerton                     |            1
 Mount Eliza                       |           13
 Mount Elliot                      |            1
 Mount Enniskillen                 |            1
 Mount Evelyn                      |            3
 Mount Field                       |            6
 Mount Franklin                    |            1
 Mount Gambier                     |           23
 Mount Garnet                      |            4
 Mount Glorious                    |            1
 Mount Gravatt                     |            4
 Mount Hardman                     |            4
 Mount Hawthorn                    |            4
 Mount Helena                      |            1
 Mount Howe                        |            1
 Mount Hutton                      |            1
 Mount Isa                         |            8
 Mount Keira                       |            4
 Mount Kembla                      |            2
 Mount Kuring-Gai                  |            1
 Mount Kynoch                      |            1
 Mount Larcom                      |            2
 Mount Lawley                      |            6
 Mount Light                       |            1
 Mount Lofty                       |            1
 Mount Louisa                      |            1
 Mount Macedon                     |            7
 Mount Magnet                      |            4
 Mount Martha                      |           12
 Mount Mee                         |            6
 Mount Melville                    |            2
 Mount Molloy                      |            3
 Mount Morgan                      |            2
 Mount Nasura                      |            2
 Mount Nebo                        |            2
 Mount Nelson                      |            4
 Mount Ommaney                     |            3
 Mount Panorama                    |            5
 Mount Pelion                      |            1
 Mount Perry                       |            2
 Mount Pleasant                    |            9
 Mount Pritchard                   |            2
 Mount Richmond                    |            3
 Mount Riverview                   |            1
 Mount Rooper                      |            1
 Mount Saint John                  |            1
 Mount Schank                      |            1
 Mount Sheridan                    |            3
 Mount St John                     |            1
 Mount Stuart                      |            1
 Mount Surprise                    |            2
 Mount Tarcoola                    |            1
 Mount Taylor                      |            1
 Mount Tomah                       |            1
 Mount Tyson                       |            1
 Mount Victoria                    |            8
 Mount Walker                      |            1
 Mount Warrigal                    |            1
 Mount Waverley                    |            7
 Mount Wells                       |            1
 Mount Werong                      |            1
 Mount William                     |            9
 Mount Wilson                      |            4
 Mount Zeil                        |            1
 Moura                             |            7
 Mourilyan Harbour                 |            2
 Mowbray                           |            2
 Mowbullan                         |            1
 Moyhu                             |            1
 Moyston                           |            2
 Mt Waverley                       |            1
 Muchea                            |            2
 Muckadilla                        |            1
 Mudgee                            |           20
 Mudgeeraba                        |            7
 Mudjimba                          |            2
 Mudlo                             |            1
 Mueller Ranges                    |            3
 Muirlea                           |            1
 Mukinbudin                        |            3
 Mulbring                          |            1
 Mulgildie                         |            2
 Mulgoa                            |            2
 Mulgrave                          |            4
 Mullaley                          |            1
 Mullaloo                          |            6
 Mullalyup                         |            2
 Mullaquana                        |            1
 Mullaway                          |            2
 Mullengandra                      |            4
 Mullengudgery                     |            1
 Mullett Creek                     |            1
 Mullewa                           |            8
 Mullion Creek                     |            1
 Mullumbimby                       |            4
 Mulwala                           |            6
 Mumbannar                         |            9
 Mumbil                            |            1
 Mundaring                         |            5
 Mundijong                         |            2
 Mundingburra                      |            1
 Mundoo Island                     |            1
 Mundoora                          |            2
 Mundrabilla                       |            2
 Mundubbera                        |            6
 Mundulla                          |            2
 Mungallala                        |            3
 Mungar                            |            1
 Munghorn                          |            1
 Mungindi                          |            2
 Munglinup                         |            1
 Mungo                             |            3
 Munjina                           |            1
 Munno Para                        |            1
 Munno Para West                   |            2
 Munro                             |            1
 Munster                           |            2
 Murarrie                          |            1
 Murchison                         |            5
 Murchison East                    |            1
 Murdoch                           |            1
 Murdunna                          |            1
 Murgon                            |            4
 Murphys Creek                     |            4
 Murrabit                          |            3
 Murrami                           |            1
 Murray Bridge                     |           17
 Murray Bridge East                |            2
 Murray-Sunset                     |           10
 Murray Town                       |            1
 Murray Upper                      |            1
 Murrayville                       |            4
 Murrimboola                       |            1
 Murrindal                         |            2
 Murrindindi                       |           11
 Murringo                          |            1
 Murrumba Downs                    |            3
 Murrumbateman                     |            1
 Murrumbeena                       |            5
 Murrumburrah                      |            3
 Murrurundi                        |            8
 Murtoa                            |            4
 Murwillumbah                      |           14
 Musselroe Bay                     |            2
 Muswellbrook                      |           34
 Mutawintji                        |            2
 Mutitjulu                         |            5
 Muttaburra                        |            2
 Myall Creek                       |            1
 Myalup                            |            3
 Myaree                            |            3
 Mylestom                          |            2
 Mylor                             |            1
 Myola                             |            2
 Mypolonga                         |            1
 Myponga                           |            3
 Myponga Beach                     |            1
 Myrniong                          |            3
 Myrrhee                           |            1
 Myrtle Bank                       |            1
 Myrtle Creek                      |            1
 Myrtleford                        |            7
 Myrtle Mountain                   |            1
 Mysterton                         |            1
 Mystery Bay                       |            5
 Mystic Park                       |            3
 Myuna Bay                         |            1
 Mywee                             |            2
 Nabawa                            |            2
 Nabiac                            |            2
 Nadgee                            |            2
 Nagambie                          |            5
 Nailsworth                        |            4
 Nairne                            |            4
 Nakara                            |            1
 Namatjira                         |            1
 Nambour                           |           13
 Nambucca Heads                    |           18
 Nambung                           |            2
 Nammoona                          |            1
 Nanango                           |            6
 Nanarup                           |            2
 Nanga                             |            1
 Nanga Brook                       |            4
 Nangiloc                          |            2
 Nangwarry                         |            3
 Nannup                            |            5
 Nanson                            |            2
 Nanutarra                         |            3
 Napier                            |            1
 Napoleons                         |            1
 Napperby                          |            1
 Naracoopa                         |            1
 Naracoorte                        |            9
 Narangba                          |            6
 Narara                            |            1
 Narbethong                        |            2
 Narellan                          |            7
 Narembeen                         |            4
 Naremburn                         |            2
 Narko                             |            1
 Nar Nar Goon                      |            2
 Nar Nar Goon North                |            1
 Narooma                           |           12
 Narrabarba                        |            3
 Narrabeen                         |            7
 Narrabri                          |           20
 Narrabundah                       |            3
 Narrandera                        |            8
 Narra Tarra                       |            1
 Narrawallee                       |            2
 Narraweena                        |            1
 Narrawong                         |            1
 Narre Warren                      |           10
 Narre Warren North                |            4
 Narre Warren South                |            1
 Narrikup                          |            1
 Narrogin                          |           15
 Narromine                         |            9
 Narrung                           |            1
 Narwee                            |            4
 Nathalia                          |            5
 Nathan                            |            1
 Natimuk                           |            2
 Nattai                            |            1
 Natural Bridge                    |            2
 Naturaliste                       |            5
 Naval Base                        |            2
 Navarre                           |            1
 Navigators                        |            1
 Nayook                            |            1
 Nebine                            |            1
 Nebo                              |            4
 Nedlands                          |            9
 Neerabup                          |            1
 Neerim Junction                   |            1
 Neerim South                      |            3
 Nelligen                          |            1
 Nelly Bay                         |            1
 Nelshaby                          |            1
 Nelson                            |           22
 Nelson Bay                        |           10
 Nemingha                          |            2
 Nene Valley                       |            1
 Nerang                            |           13
 Neranwood                         |            1
 Nerimbera                         |            1
 Nerong                            |            2
 Nerren Nerren                     |            2
 Nerriga                           |            1
 Neutral Bay                       |            9
 Never Never                       |            1
 Neville                           |            2
 Newborough                        |            3
 Newbridge                         |            2
 New Brighton                      |            1
 Newcastle                         |           11
 Newcastle East                    |            7
 Newcastle West                    |            7
 Newcomb                           |            4
 Newdegate                         |            2
 New Farm                          |            4
 New Gisborne                      |            2
 Newhaven                          |            5
 Newington                         |            6
 New Lambton                       |            5
 Newlands Arm                      |            1
 Newlyn North                      |            2
 Newman                            |           13
 Newmarket                         |            1
 Newmerella                        |            3
 Newnham                           |            1
 New Norfolk                       |           11
 New Park                          |            1
 Newport                           |           17
 Newrybar                          |            1
 Newstead                          |            9
 Newton                            |            3
 Newtown                           |           18
 New Town                          |            6
 Nhill                             |            8
 Nhulunbuy                         |            3
 Niagara Park                      |            1
 Nicholson                         |            4
 Nichols Point                     |            1
 Nickol                            |            1
 Niddrie                           |            1
 Nietta                            |            1
 Nightcap                          |            1
 Nightcliff                        |            7
 Nildottie                         |            1
 Nilgen                            |            1
 Nimbin                            |            1
 Nimmitabel                        |            3
 Nindigully                        |            1
 Ningi                             |            1
 Nive                              |            1
 Noarlunga Centre                  |            3
 Noarlunga Downs                   |            1
 Nobby                             |            1
 Noble Park                        |            8
 Noble Park North                  |            3
 Nockatunga                        |            2
 Nollamara                         |            4
 Noojee                            |            3
 Noona                             |            1
 Noorat                            |            1
 Noorinbee                         |            3
 Noorindoo                         |            1
 Noosa Heads                       |           12
 Noosaville                        |            5
 Nora Creina                       |            1
 Norah Head                        |            5
 Noranda                           |            2
 Nords Wharf                       |            3
 Norlane                           |            9
 Norman                            |            2
 Norman Gardens                    |            1
 Normanhurst                       |            2
 Norman Park                       |            3
 Normanton                         |            1
 Normanville                       |            3
 Nornalup                          |            1
 Norong                            |            1
 Norseman                          |           10
 North Adelaide                    |            8
 North Albury                      |            5
 Northam                           |            8
 Northampton                       |            9
 North Arm                         |            1
 North Arm Cove                    |            2
 North Avalon                      |            1
 North Avoca                       |            1
 North Bannister                   |            1
 North Beach                       |            5
 North Bellingen                   |            1
 North Bendigo                     |            2
 North Boambee Valley              |            1
 North Bondi                       |            1
 North Bourke                      |            2
 North Branch                      |            1
 Northbridge                       |            7
 North Brighton                    |            3
 North Bruny                       |            1
 North Bundaberg                   |            1
 North Cascade                     |            1
 Northcliffe                       |            3
 North Coogee                      |            1
 Northcote                         |           11
 North Curl Curl                   |            5
 North Dandalup                    |            2
 North Dorrigo                     |            1
 North Epping                      |            3
 North Eton                        |            1
 Northfield                        |            3
 North Fremantle                   |            6
 Northgate                         |            3
 North Geelong                     |            6
 North Haven                       |            8
 North Hobart                      |           10
 North Ipswich                     |            2
 North Lake                        |            2
 North Lakes                       |            8
 North Lismore                     |            1
 North Mackay                      |            3
 North Macksville                  |            1
 North Maclean                     |            3
 North Maleny                      |            2
 North Manly                       |            5
 Northmead                         |            7
 North Melbourne                   |            4
 North Motton                      |            1
 North Narooma                     |            1
 North Narrabeen                   |            6
 North Nowra                       |            1
 North Parramatta                  |            4
 North Perth                       |            7
 North Plantations                 |            1
 North Plympton                    |            1
 North Richmond                    |            7
 North Rocks                       |            3
 North Rothbury                    |            1
 North Ryde                        |            9
 North Shields                     |            3
 North Shore                       |            4
 North Star                        |            1
 North St Marys                    |            1
 North Stradbroke Island           |            1
 North Strathfield                 |            2
 North Sydney                      |            7
 North Talwood                     |            2
 North Toowoomba                   |            3
 North Turramurra                  |            1
 North Wagga Wagga                 |            1
 North Wahroonga                   |            2
 North Walpole                     |            9
 North Wangaratta                  |            3
 North Ward                        |            4
 North West Cape                   |            5
 North Willoughby                  |            3
 North Wollongong                  |            8
 North Yunderup                    |            3
 Norton Summit                     |            1
 Norville                          |            1
 Norwest                           |            1
 Norwood                           |            2
 Notley Hills                      |            1
 Notting Hill                      |            2
 Nowa Nowa                         |            5
 Nowendoc                          |            1
 Nowra                             |           19
 Nubeena                           |            3
 Nudgee                            |            1
 Nudgee Beach                      |            2
 Nullagine                         |            2
 Nullawarre                        |            1
 Nullawil                          |            1
 Number One                        |            1
 Numeralla                         |            1
 Numinbah Valley                   |            4
 Numurkah                          |            5
 Nunawading                        |            6
 Nundah                            |            7
 Nundle                            |            4
 Nungarin                          |            5
 Nungurner                         |            1
 Nuriootpa                         |           10
 Nyabing                           |            4
 Nyah                              |            5
 Nyah West                         |            1
 Nymboida River                    |            1
 Nyngan                            |           13
 Oakbank                           |            1
 Oakdale                           |            1
 Oakden                            |            2
 Oakey                             |            5
 Oak Flats                         |           10
 Oakhurst                          |            2
 Oaklands                          |            3
 Oaklands Park                     |            2
 Oakleigh                          |            9
 Oakleigh East                     |            3
 Oakleigh South                    |            2
 Oak Park                          |            1
 Oaks Estate                       |            1
 Oakville                          |            1
 Oaky Park                         |            1
 Oatlands                          |            4
 Oatley                            |            8
 Oberon                            |           10
 Obi Obi                           |            2
 Ocean Beach                       |            1
 Ocean Grange                      |            5
 Ocean Grove                       |           15
 Ocean Reef                        |            8
 Ocean Shores                      |            4
 O'Connell                         |            1
